Year,Municipality,Crop,Variety,Farms,Acres,Yield/Acre,t,i,Latitude,Longitude
2008,PEMBINA,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,6,1297.0,0.678,13,57,,
2008,PEMBINA,OATS,FURLONG (OT2009),24,3661.0,1.867,13,57,,
2008,PEMBINA,OATS,JORDAN (OT2027),4,587.0,1.863,13,57,,
2008,PEMBINA,OATS,LEGGETT (OT2021),9,1623.0,1.877,13,57,,
2008,PEMBINA,OATS,RONALD (OT296),14,1891.0,1.846,13,57,,
2008,PEMBINA,OIL SUNFLOWERS,SEEDS2000 DEFENDER PLUS,6,833.0,0.743,13,57,,
2008,PEMBINA,RED SPRING WHEAT,AC BARRIE (BW 661),14,3051.0,1.511,13,57,,
2008,PEMBINA,RED SPRING WHEAT,AC DOMAIN (BW 148),78,26072.0,1.535,13,57,,
2008,PEMBINA,RED SPRING WHEAT,CDC GO (BW781),6,920.0,1.594,13,57,,
2008,PEMBINA,RED SPRING WHEAT,CDC IMAGINE (BW758)(IMI),3,984.0,1.699,13,57,,
2008,PEMBINA,RED SPRING WHEAT,HARVEST (BW259),17,4329.0,1.601,13,57,,
2008,PEMBINA,RED SPRING WHEAT,JOURNEY (BW243),3,933.0,1.427,13,57,,
2008,PEMBINA,RED SPRING WHEAT,KANE (BW342),7,1447.0,1.789,13,57,,
2008,PEMBINA,RED SPRING WHEAT,MCKENZIE (BW 205),4,770.0,1.398,13,57,,
2008,PEMBINA,RED SPRING WHEAT,SUPERB (BW252),15,2964.0,1.855,13,57,,
2008,PEMBINA,RED SPRING WHEAT,5601HR (BW256),6,1132.0,1.315,13,57,,
2008,PEMBINA,RED SPRING WHEAT,5602HR (BW297),46,11065.0,1.409,13,57,,
2008,PEMBINA,SOYBEANS,APOLLO RR <CANTERRA> |CS 1301| (RT),8,1132.0,0.861,13,57,,
2008,PEMBINA,WINTER WHEAT,CDC FALCON,28,6500.0,2.226,13,57,,
2008,PINEY,ALFALFA,NO VAR,9,1656.0,1.256,13,58,49.0734,-95.979
2008,PINEY,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),4,759.0,1.501,13,58,49.0734,-95.979
2008,PINEY,GRASSES,NO VAR (TIMOTHY),5,900.0,0.652,13,58,49.0734,-95.979
2008,PINEY,OATS,AC ASSINIBOIA (OT 275),4,623.0,1.009,13,58,49.0734,-95.979
2008,PINEY,OATS,RONALD (OT296),6,876.0,0.875,13,58,49.0734,-95.979
2008,PINEY,SILAGE CORN,39B90 <PIONEER> (RT),3,1301.0,5.505,13,58,49.0734,-95.979
2008,PIPESTONE,ALFALFA,ALGONQUIN,4,942.0,1.61,13,59,,
2008,PIPESTONE,ALFALFA,NO VAR,16,1553.0,1.428,13,59,,
2008,PIPESTONE,ALFALFA/GRASS MIX.,NO VAR (ALF & UNKNOWN PERENNIAL GRASS),27,2183.0,1.14,13,59,,
2008,PIPESTONE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),28,3218.0,0.94,13,59,,
2008,PIPESTONE,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),11,992.0,1.289,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,NEX 845CL (DN040845)(ST),12,3001.0,0.686,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),4,772.0,0.606,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),22,5968.0,0.843,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),13,4181.5,0.819,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),5,1549.0,0.842,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),13,3532.0,0.89,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,71-45RR (Z2409) (RT),15,3248.0,0.715,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),4,1505.0,0.977,13,59,,
2008,PIPESTONE,ARGENTINE CANOLA,9590 (LT),26,8063.0,0.911,13,59,,
2008,PIPESTONE,BARLEY,AC METCALFE (TR 232),9,1751.0,1.412,13,59,,
2008,PIPESTONE,BARLEY,CDC COPELAND (TR 150),13,3170.0,1.52,13,59,,
2008,PIPESTONE,BARLEY,CDC TREY (TR359),4,597.0,1.263,13,59,,
2008,PIPESTONE,BARLEY,CONLON,5,1606.0,1.327,13,59,,
2008,PIPESTONE,BARLEY,LACEY (BT965),9,1123.0,1.217,13,59,,
2008,PIPESTONE,BARLEY,LEGACY (BT950),6,1458.0,1.654,13,59,,
2008,PIPESTONE,FIELD PEAS,CDC GOLDEN (CDC 0007),10,2766.0,1.11,13,59,,
2008,PIPESTONE,FLAX,CDC BETHUNE (FP1026),21,5348.0,0.604,13,59,,
2008,PIPESTONE,FLAX,PRAIRIE BLUE (FP2024),5,1161.0,0.559,13,59,,
2008,PIPESTONE,FLAX,TAURUS (FP1092),5,906.0,0.559,13,59,,
2008,PIPESTONE,GRASSES,NO VAR,12,1279.0,1.02,13,59,,
2008,PIPESTONE,GREENFEED,MILLET,9,803.0,0.631,13,59,,
2008,PIPESTONE,OATS,FURLONG (OT2009),6,781.0,1.197,13,59,,
2008,PIPESTONE,OATS,LEGGETT (OT2021),7,1404.0,1.058,13,59,,
2008,PIPESTONE,OATS,PINNACLE,15,3169.0,1.234,13,59,,
2008,PIPESTONE,PRAIRIE SPRING WHEAT,5701PR (HY962),4,1274.0,1.007,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,AC BARRIE (BW 661),9,5318.0,1.179,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,AC CADILLAC (BW 689),20,7131.0,1.057,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,AC INTREPID (BW 693),6,3928.0,1.402,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",4,706.0,0.901,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,CDC IMAGINE (BW758)(IMI),5,1799.0,1.113,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,INFINITY (BW 799),4,1755.0,1.179,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,MCKENZIE (BW 205),24,10474.0,1.213,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,SUPERB (BW252),5,2238.0,0.913,13,59,,
2008,PIPESTONE,RED SPRING WHEAT,5602HR (BW297),8,3853.0,1.149,13,59,,
2008,PIPESTONE,WINTER WHEAT,CDC BUTEO (S96-33),11,3726.0,1.621,13,59,,
2008,PIPESTONE,WINTER WHEAT,CDC FALCON,7,3082.0,1.458,13,59,,
2008,PIPESTONE,WINTER WHEAT,MCCLINTOCK (UM 5089),5,1309.0,1.683,13,59,,
2008,PORTAGE LA PRAIRIE,ALFALFA,ALGONQUIN,4,724.0,3.322,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ALFALFA,NO VAR,33,2603.0,2.546,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ALFALFA/GRASS MIX.,NO VAR (ALF & UNKNOWN PERENNIAL GRASS),19,1355.0,2.08,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),14,744.0,1.068,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,NEX 830 CL (NQC02CNX21) (ST),6,1068.0,0.657,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,NEX 845CL (DN040845)(ST),27,5183.0,0.798,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,VICTORY V2018 (RT),13,4271.0,0.856,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,1651H <CANTERRA> |30321-A5| (ST),3,1068.0,0.849,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,1841 (RT),27,6609.0,0.812,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,34-65 (RT),4,719.0,0.566,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),14,3030.0,0.773,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,45H73 <PIONEER> |04N205I| (ST),4,1000.0,1.028,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),61,17948.0,0.942,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),27,7517.0,1.015,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),32,7530.0,0.95,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),35,9383.0,1.038,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,71-45RR (Z2409) (RT),19,4609.0,0.866,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),39,10110.0,0.929,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BARLEY,AC METCALFE (TR 232),6,1530.0,1.373,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BARLEY,CONLON,24,14054.0,1.948,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BARLEY,LACEY (BT965),3,1366.0,2.049,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BARLEY,NEWDALE (TR258),10,654.0,1.681,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BARLEY,TRADITION (BT 954),5,672.0,2.182,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,BLACK BEANS,ECLIPSE,6,578.0,0.736,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,CRANBERRY BEANS,ETNA,4,701.0,0.568,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,FLAX,CDC BETHUNE (FP1026),13,1516.0,0.686,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,FLAX,CDC SORREL (FP2141),4,574.0,0.705,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,FLAX,PRAIRIE BLUE (FP2024),4,630.0,0.649,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,GRAIN CORN,DEKALB DKC26-78 (RT),6,954.0,2.843,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,GRAIN CORN,DEKALB DKC26-79 (RT)(BT),9,2621.0,2.758,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,GRAIN CORN,39D97 <PIONEER> (BT)(LT)(RT),3,559.0,2.332,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,GRASSES,NO VAR,9,987.0,0.225,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,GRASSES,NO VAR (BROMEGRASS),5,659.0,0.737,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,HARD WHITE WHEAT,SNOWBIRD,14,6248.0,1.505,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,KIDNEY BEANS,FOXFIRE,9,2293.0,0.491,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,KIDNEY BEANS,PINK PANTHER (EX08590462),15,3355.0,0.51,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,NON-OIL SUNFLOWERS,6946 <SEEDS2000>,5,1088.0,0.843,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OATS,FURLONG (OT2009),39,8903.0,1.892,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OATS,HIFI,9,1290.0,1.916,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OATS,JORDAN (OT2027),4,665.0,2.383,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OATS,LEGGETT (OT2021),31,5681.0,1.802,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OATS,RONALD (OT296),12,1472.0,2.138,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,OIL SUNFLOWERS,P63M80 <PIONEER> (MO),4,1625.0,1.089,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PINTO BEANS,AC PINTOBA (HR 55),6,638.0,0.901,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PINTO BEANS,MAVERICK,8,857.0,0.772,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PINTO BEANS,WINDBREAKER (EX08530762),5,972.0,0.95,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PROC POTATOES-DRYLND,RUSSET BURBANK (GEMS),6,581.0,11.873,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PROC POTATOES-IRRIG,RUSSET BURBANK (GEMS),12,4035.0,11.649,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,PROC POTATOES-IRRIG,UMATILLA RUSSET,6,565.0,12.817,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC BARRIE (BW 661),56,19049.0,1.471,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,AC DOMAIN (BW 148),31,6301.0,1.442,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,CDC GO (BW781),46,11890.0,1.584,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,KANE (BW342),8,1554.0,1.828,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,SOMERSET (BW307),4,801.0,1.527,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,SUPERB (BW252),33,13341.0,1.636,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,RED SPRING WHEAT,5602HR (BW297),33,8756.0,1.389,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,APOLLO RR <CANTERRA> |CS 1301| (RT),4,789.0,0.889,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,LS 0045RR <LEGEND> |X0045RR| (RT),6,667.0,0.777,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,LS 0065RR (X0065RR)(RT),4,685.0,0.975,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,MONTCALM (OT02-07 RR)(RT),3,608.0,0.786,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,NSC PORTAGE RR (2013)(RT),12,2089.0,0.897,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,SOYBEANS,NSC 2007 (RT),3,1063.0,1.049,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,WHITE PEA BEANS,CARGO (GTS 542),19,2181.0,0.681,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,WHITE PEA BEANS,CIRRUS (T9803),6,1333.0,0.622,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,WHITE PEA BEANS,ENVOY,55,19977.0,0.644,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,WHITE PEA BEANS,T9903,6,821.0,0.745,13,60,49.9728,-98.2919
2008,PORTAGE LA PRAIRIE,WINTER WHEAT,CDC FALCON,43,17878.0,2.311,13,60,49.9728,-98.2919
2008,PRAIRIE LAKES,ALFALFA,NO VAR,30,2058.0,1.241,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ALFALFA/GRASS MIX.,NO VAR (ALF & UNKNOWN PERENNIAL GRASS),18,1140.0,0.84,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),20,1673.0,0.562,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),47,4215.0,1.055,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,NEX 845CL (DN040845)(ST),8,1964.0,0.881,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,SP FAVORABLE RR(RT),5,776.0,0.89,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,34-65 (RT),12,1610.0,0.6,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),6,918.0,0.869,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,46P50 (03N322R) (RT),6,1010.0,0.913,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),26,4991.0,0.945,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),14,4172.0,0.92,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),20,5760.0,0.969,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),16,3901.0,1.07,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,71-45RR (Z2409) (RT),34,12491.0,0.885,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),8,2429.0,0.871,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,ARGENTINE CANOLA,9590 (LT),18,4914.0,0.976,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,BARLEY,CDC TREY (TR359),4,689.0,1.581,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,BARLEY,CONLON,16,5228.0,1.701,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,BARLEY,LEGACY (BT950),10,1610.0,1.619,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,BARLEY,NEWDALE (TR258),3,780.0,1.556,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,BARLEY,TRADITION (BT 954),7,1069.0,1.564,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,FLAX,CDC BETHUNE (FP1026),9,2183.0,0.624,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,GRASSES,NO VAR,17,1087.0,0.821,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,HARD WHITE WHEAT,SNOWBIRD,3,559.0,1.454,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,OATS,AC ASSINIBOIA (OT 275),7,1112.0,1.456,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,OATS,FURLONG (OT2009),22,3785.0,1.747,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,OATS,LEGGETT (OT2021),6,570.0,1.418,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,OATS,PINNACLE,4,718.0,1.711,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,AC BARRIE (BW 661),32,15366.0,1.395,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,AC DOMAIN (BW 148),6,1506.0,1.167,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,"CDC BOUNTY (BW720,W93079)",4,1747.0,1.266,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,CDC GO (BW781),7,1105.0,1.679,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,HARVEST (BW259),24,6773.0,1.568,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,INFINITY (BW 799),6,1094.0,1.411,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,MCKENZIE (BW 205),15,3778.0,1.382,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,SUPERB (BW252),3,1030.0,1.303,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,5601HR (BW256),7,1811.0,1.195,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,RED SPRING WHEAT,5602HR (BW297),8,1613.0,1.498,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,WINTER WHEAT,CDC BUTEO (S96-33),10,1479.0,2.026,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,WINTER WHEAT,CDC FALCON,25,6473.0,1.767,13,61,49.2941,-99.4449
2008,PRAIRIE LAKES,WINTER WHEAT,MCCLINTOCK (UM 5089),5,690.0,1.719,13,61,49.2941,-99.4449
2008,PRAIRIE VIEW,ALFALFA,NO VAR,44,3863.0,1.308,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ALFALFA/GRASS MIX.,NO VAR (ALF & MEADOW BROME),29,2443.0,1.609,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ALFALFA/GRASS MIX.,NO VAR (ALF & TIM),5,700.0,1.894,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ALFALFA/GRASS MIX.,NO VAR (ALFALFA & BROME),59,5256.0,1.078,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ALFALFA/GRASS MIX.,NO VAR (VARIETY TYPE UNKNOWN),24,1965.0,1.808,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,NEX 828 CL <NEXERA> |NQC02CNX13| (ST),5,961.0,0.977,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,NEX 845CL (DN040845)(ST),23,5658.0,0.925,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,VICTORY V1030 (CNH1503R)(RT),4,510.0,0.798,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,V1035 <VICTORY> (RT),10,2166.0,0.95,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,1143 <INVIGOR HEALTH> (LT),6,1114.0,0.904,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,34-65 (RT),9,1099.0,0.734,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,4414 (RT),7,989.0,0.822,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,45H21 <PIONEER> (RT),3,754.0,0.904,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,45H25 <PIONEER> (RT),3,738.0,0.922,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,45H26 <PIONEER> |03N230R| (RT),7,1712.0,0.979,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,46A76 <PIONEER> |NS2804| (ST),3,953.0,0.868,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,5020 <INVIGOR> |RHY01/597| (LT),50,14217.0,0.94,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,5030 <INVIGOR> |RHY01-403| (LT),32,11588.0,1.028,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,5070 <INVIGOR> |RHY01-1997| (LT),12,4102.0,0.993,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,5440 <INVIGOR> |PHS04-690| (LT),26,5175.0,1.028,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,71-45RR (Z2409) (RT),23,3748.0,0.906,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,8440 <INVIGOR> |PHS04-781| (LT),10,2498.0,1.004,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,ARGENTINE CANOLA,9590 (LT),5,1105.0,0.921,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,AC METCALFE (TR 232),46,11103.0,1.55,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,AC RANGER (EX467-5),9,1626.0,1.684,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,CDC COPELAND (TR 150),20,4033.0,1.557,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,CDC COWBOY,6,1196.0,1.427,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,CDC TREY (TR359),12,1682.0,1.47,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,LEGACY (BT950),17,2345.0,1.656,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,NEWDALE (TR258),8,1500.0,1.755,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,BARLEY,TRADITION (BT 954),9,2067.0,1.678,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FIELD PEAS,CDC GOLDEN (CDC 0007),9,1774.0,1.21,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FIELD PEAS,ECLIPSE (CEB 1475),6,1270.0,1.031,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FIELD PEAS,FUSION (CEB4133),5,1269.0,0.96,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FIELD PEAS,MIDAS,7,1068.0,1.138,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FIELD PEAS,NO VAR (MARROWFAT),3,900.0,0.93,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FLAX,CDC BETHUNE (FP1026),31,5788.8,0.621,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FLAX,CDC SORREL (FP2141),9,1863.0,0.692,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,FLAX,TAURUS (FP1092),11,2043.0,0.646,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,GRASSES,NO VAR,26,1332.0,0.688,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,GREENFEED,OATS,12,677.0,1.997,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,CDC DANCER (OT373),12,1529.0,1.654,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,FURLONG (OT2009),20,2688.0,1.586,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,LEGGETT (OT2021),8,1425.0,1.704,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,PINNACLE,28,4576.0,1.57,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,RONALD (OT296),7,1143.0,1.444,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,OATS,TRIPLE CROWN (OT 541),6,577.0,1.269,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,PRAIRIE SPRING WHEAT,AC VISTA (HY413),3,551.0,1.37,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,RED SPRING WHEAT,AC BARRIE (BW 661),25,6971.0,1.269,13,62,50.2863,-101.1167
2008,PRAIRIE VIEW,RED SPRING WHEAT,AC CADILLAC (BW 689),4,815.0,0.763,13,62,50.2863,-101.1167
