Municipality,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp,HDD,CDD,Total Rain (mm),Total Snow,Ptol
WESTLAKE-GLADSTONE,8/9/01,2001,8,9,22,6,14,4,0,0,0,0
WESTLAKE-GLADSTONE,8/10/01,2001,8,10,24,10,17,1,0,0.2,0,0.2
WESTLAKE-GLADSTONE,8/11/01,2001,8,11,27,10.5,18.75,0,0.8,25,0,25
WESTLAKE-GLADSTONE,8/12/01,2001,8,12,26,11,18.5,0,0.5,1.8,0,1.8
WESTLAKE-GLADSTONE,8/13/01,2001,8,13,19,6,12.5,5.5,0,0.2,0,0.2
WESTLAKE-GLADSTONE,8/14/01,2001,8,14,24,5,14.5,3.5,0,0.2,0,0.2
WESTLAKE-GLADSTONE,8/15/01,2001,8,15,31,7,19,0,1,0,0,0
WESTLAKE-GLADSTONE,8/16/01,2001,8,16,23,15,19,0,1,0.2,0,0.2
WESTLAKE-GLADSTONE,8/17/01,2001,8,17,23,10,16.5,1.5,0,13,0,13
WESTLAKE-GLADSTONE,8/18/01,2001,8,18,23,10,16.5,1.5,0,9,0,9
WESTLAKE-GLADSTONE,8/19/01,2001,8,19,21,10,15.5,2.5,0,0.6,0,0.6
WESTLAKE-GLADSTONE,8/20/01,2001,8,20,25,10,17.5,0.5,0,0,0,0
WESTLAKE-GLADSTONE,8/21/01,2001,8,21,27.5,9.5,18.5,0,0.5,0,0,0
WESTLAKE-GLADSTONE,8/22/01,2001,8,22,27.5,13,20.25,0,2.3,0,0,0
WESTLAKE-GLADSTONE,8/23/01,2001,8,23,26,14,20,0,2,0,0,0
WESTLAKE-GLADSTONE,8/24/01,2001,8,24,27,11.5,19.25,0,1.3,0,0,0
WESTLAKE-GLADSTONE,8/25/01,2001,8,25,27,12,19.5,0,1.5,0,0,0
WESTLAKE-GLADSTONE,8/26/01,2001,8,26,20,9.5,14.75,3.2,0,6.8,0,6.8
WESTLAKE-GLADSTONE,8/27/01,2001,8,27,15,10,12.5,5.5,0,1,0,1
WESTLAKE-GLADSTONE,8/28/01,2001,8,28,20,9,14.5,3.5,0,1.4,0,1.4
WESTLAKE-GLADSTONE,8/29/01,2001,8,29,17,7,12,6,0,0.2,0,0.2
WESTLAKE-GLADSTONE,8/30/01,2001,8,30,15,5.5,10.25,7.7,0,4.2,0,4.2
WESTLAKE-GLADSTONE,8/31/01,2001,8,31,17,5,11,7,0,1,0,1
WESTLAKE-GLADSTONE,9/1/01,2001,9,1,20,3,11.5,6.5,0,0.2,0,0.2
WESTLAKE-GLADSTONE,9/2/01,2001,9,2,21.5,2.5,12,6,0,0.2,0,0.2
WESTLAKE-GLADSTONE,9/3/01,2001,9,3,16,3,9.5,8.5,0,27.2,0,27.2
WESTLAKE-GLADSTONE,9/4/01,2001,9,4,23,14,18.5,0,0.5,2,0,2
WESTLAKE-GLADSTONE,9/5/01,2001,9,5,22,10,16,2,0,0,0,0
WESTLAKE-GLADSTONE,9/6/01,2001,9,6,26,15,20.5,0,2.5,0,0,0
WESTLAKE-GLADSTONE,9/7/01,2001,9,7,25.5,7,16.25,1.7,0,0,0,0
WESTLAKE-GLADSTONE,9/8/01,2001,9,8,27,9,18,0,0,6,0,6
WESTLAKE-GLADSTONE,9/9/01,2001,9,9,31,10,20.5,0,2.5,1.4,0,1.4
WESTLAKE-GLADSTONE,9/10/01,2001,9,10,30,17,23.5,0,5.5,0,0,0
WESTLAKE-GLADSTONE,9/11/01,2001,9,11,16,10,13,5,0,2.4,0,2.4
WESTLAKE-GLADSTONE,9/12/01,2001,9,12,20,5,12.5,5.5,0,4,0,4
WESTLAKE-GLADSTONE,9/13/01,2001,9,13,24,5,14.5,3.5,0,0,0,0
WESTLAKE-GLADSTONE,9/14/01,2001,9,14,22.5,7,14.75,3.2,0,7.2,0,7.2
WESTLAKE-GLADSTONE,9/15/01,2001,9,15,23,16,19.5,0,1.5,0,0,0
WESTLAKE-GLADSTONE,9/16/01,2001,9,16,25.5,8,16.75,1.2,0,0,0,0
WESTLAKE-GLADSTONE,9/17/01,2001,9,17,28,10,19,0,1,0,0,0
WESTLAKE-GLADSTONE,9/18/01,2001,9,18,29,8,18.5,0,0.5,0,0,0
WESTLAKE-GLADSTONE,9/19/01,2001,9,19,29,9,19,0,1,0,0,0
WESTLAKE-GLADSTONE,9/20/01,2001,9,20,25,7,16,2,0,4,0,4
WESTLAKE-GLADSTONE,9/21/01,2001,9,21,15,9,12,6,0,0,0,0
WESTLAKE-GLADSTONE,9/22/01,2001,9,22,19,1,10,8,0,0,0,0
WESTLAKE-GLADSTONE,9/23/01,2001,9,23,31,5,18,0,0,0,0,0
WESTLAKE-GLADSTONE,9/24/01,2001,9,24,23,8,15.5,2.5,0,0,0,0
WESTLAKE-GLADSTONE,9/25/01,2001,9,25,15,2,8.5,9.5,0,0,0,0
WESTLAKE-GLADSTONE,9/26/01,2001,9,26,20,-1,9.5,8.5,0,0,0,0
WESTLAKE-GLADSTONE,9/27/01,2001,9,27,15.5,9,12.25,5.7,0,0,0,0
WESTLAKE-GLADSTONE,9/28/01,2001,9,28,15,3,9,9,0,0,0,0
WESTLAKE-GLADSTONE,9/29/01,2001,9,29,15,3,9,9,0,0,0,0
WESTLAKE-GLADSTONE,9/30/01,2001,9,30,14,6,10,8,0,0,0,0
WESTLAKE-GLADSTONE,10/1/01,2001,10,1,9,5,7,11,0,0,0,0
WESTLAKE-GLADSTONE,10/2/01,2001,10,2,13.5,7,10.25,7.7,0,0,0,0
WESTLAKE-GLADSTONE,10/3/01,2001,10,3,9,6.5,7.75,10.2,0,0,0,0
WESTLAKE-GLADSTONE,10/4/01,2001,10,4,15,-2,6.5,11.5,0,0,0,0
WESTLAKE-GLADSTONE,10/5/01,2001,10,5,16,5,10.5,7.5,0,0,0,0
WESTLAKE-GLADSTONE,10/6/01,2001,10,6,17,8,12.5,5.5,0,4,0,4
WESTLAKE-GLADSTONE,10/7/01,2001,10,7,9,7,8,10,0,0,0,0
WESTLAKE-GLADSTONE,10/8/01,2001,10,8,7.5,0,3.75,14.2,0,0,0,0
WESTLAKE-GLADSTONE,10/9/01,2001,10,9,17,-4,6.5,11.5,0,0,0,0
WESTLAKE-GLADSTONE,10/10/01,2001,10,10,23.5,4,13.75,4.2,0,0,0,0
WESTLAKE-GLADSTONE,10/11/01,2001,10,11,17,5,11,7,0,0,0,0
WESTLAKE-GLADSTONE,10/12/01,2001,10,12,14,6,10,8,0,0,0,0
WESTLAKE-GLADSTONE,10/13/01,2001,10,13,7,2,4.5,13.5,0,0,0,0
WESTLAKE-GLADSTONE,10/14/01,2001,10,14,15,2,8.5,9.5,0,0,0,0
WESTLAKE-GLADSTONE,10/15/01,2001,10,15,17,9,13,5,0,2.4,0,2.4
WESTLAKE-GLADSTONE,10/16/01,2001,10,16,12,10,11,7,0,1.6,0,1.6
WESTLAKE-GLADSTONE,10/17/01,2001,10,17,12,10,11,7,0,4,0,4
WESTLAKE-GLADSTONE,10/18/01,2001,10,18,11,10,10.5,7.5,0,24.6,0,24.6
WESTLAKE-GLADSTONE,10/19/01,2001,10,19,12,5,8.5,9.5,0,0,0,0
WESTLAKE-GLADSTONE,10/20/01,2001,10,20,17,-1,8,10,0,0,0,0
WESTLAKE-GLADSTONE,10/21/01,2001,10,21,17,-1,8,10,0,4.2,0,4.2
WESTLAKE-GLADSTONE,10/22/01,2001,10,22,9,2,5.5,12.5,0,1.8,0,1.8
WESTLAKE-GLADSTONE,10/23/01,2001,10,23,5,1,3,15,0,0,0,0
WESTLAKE-GLADSTONE,10/24/01,2001,10,24,4.5,-2,1.25,16.7,0,0,0,0
WESTLAKE-GLADSTONE,10/25/01,2001,10,25,8,-9,-0.5,18.5,0,0,0,0
WESTLAKE-GLADSTONE,10/26/01,2001,10,26,16.5,-2,7.25,10.7,0,0,0,0
WESTLAKE-GLADSTONE,10/27/01,2001,10,27,20,2.5,11.25,6.7,0,0.8,0,0.8
WESTLAKE-GLADSTONE,10/28/01,2001,10,28,15,4,9.5,8.5,0,0,0,0
WESTLAKE-GLADSTONE,10/29/01,2001,10,29,10,1,5.5,12.5,0,0,0,0
WESTLAKE-GLADSTONE,10/30/01,2001,10,30,5,-1.5,1.75,16.2,0,0,0,0
WESTLAKE-GLADSTONE,10/31/01,2001,10,31,7,-9,-1,19,0,0,0,0
WESTLAKE-GLADSTONE,11/1/01,2001,11,1,6,-5,0.5,17.5,0,2,0,2
WESTLAKE-GLADSTONE,11/2/01,2001,11,2,4,-1.5,1.25,16.7,0,0,0,0
WESTLAKE-GLADSTONE,11/3/01,2001,11,3,3,-2,0.5,17.5,0,0,0,0
WESTLAKE-GLADSTONE,11/4/01,2001,11,4,7,-11,-2,20,0,0,0,0
WESTLAKE-GLADSTONE,11/5/01,2001,11,5,8,-1,3.5,14.5,0,0,0,0
WESTLAKE-GLADSTONE,11/6/01,2001,11,6,10,-8,1,17,0,0,0,0
WESTLAKE-GLADSTONE,11/7/01,2001,11,7,13,-4,4.5,13.5,0,0,0,0
WESTLAKE-GLADSTONE,11/8/01,2001,11,8,10.5,-8,1.25,16.7,0,0,0,0
WESTLAKE-GLADSTONE,11/9/01,2001,11,9,11,-10.5,0.25,17.7,0,0,0,0
WESTLAKE-GLADSTONE,11/10/01,2001,11,10,7,-4,1.5,16.5,0,2,0,2
WESTLAKE-GLADSTONE,11/11/01,2001,11,11,5,3,4,14,0,0.6,0,0.6
WESTLAKE-GLADSTONE,11/12/01,2001,11,12,5,-5,0,18,0,8.2,0,8.2
WESTLAKE-GLADSTONE,11/13/01,2001,11,13,6,-2,2,16,0,2.2,0,2.2
WESTLAKE-GLADSTONE,11/14/01,2001,11,14,7,-2,2.5,15.5,0,0,0,0
WESTLAKE-GLADSTONE,11/15/01,2001,11,15,8,-2,3,15,0,0,0,0
WESTLAKE-GLADSTONE,11/16/01,2001,11,16,6,-2,2,16,0,0,0,0
WESTLAKE-GLADSTONE,11/17/01,2001,11,17,1,-5,-2,20,0,0,0,0
WESTLAKE-GLADSTONE,11/18/01,2001,11,18,-6,-9,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,11/19/01,2001,11,19,0,-14,-7,25,0,0,0,0
WESTLAKE-GLADSTONE,11/20/01,2001,11,20,6,-7,-0.5,18.5,0,0,0,0
WESTLAKE-GLADSTONE,11/21/01,2001,11,21,-7,-10,-8.5,26.5,0,0,1,1
WESTLAKE-GLADSTONE,11/22/01,2001,11,22,-7,-14,-10.5,28.5,0,0,0,0
WESTLAKE-GLADSTONE,11/23/01,2001,11,23,0,-12,-6,24,0,0,0,0
WESTLAKE-GLADSTONE,11/24/01,2001,11,24,3,-3,0,18,0,0,0,0
WESTLAKE-GLADSTONE,11/25/01,2001,11,25,-10,-17,-13.5,31.5,0,0,0,0
WESTLAKE-GLADSTONE,11/26/01,2001,11,26,-4,-19,-11.5,29.5,0,0,3,3
WESTLAKE-GLADSTONE,11/27/01,2001,11,27,-3,-7,-5,23,0,0,2,2
WESTLAKE-GLADSTONE,11/28/01,2001,11,28,-3,-7,-5,,,0,0,0
WESTLAKE-GLADSTONE,11/29/01,2001,11,29,-3,-19,-11,29,0,0,0,0
WESTLAKE-GLADSTONE,11/30/01,2001,11,30,2,-18,-8,26,0,0,0,0
WESTLAKE-GLADSTONE,12/1/01,2001,12,1,11,-7,2,16,0,0,0,0
WESTLAKE-GLADSTONE,12/2/01,2001,12,2,-4,-8,-6,24,0,0,3,3
WESTLAKE-GLADSTONE,12/3/01,2001,12,3,-1,-6,-3.5,21.5,0,0,0,0
WESTLAKE-GLADSTONE,12/4/01,2001,12,4,-16,-19,-17.5,35.5,0,0,0,0
WESTLAKE-GLADSTONE,12/5/01,2001,12,5,-12,-23.5,-17.75,35.8,0,0,0,0
WESTLAKE-GLADSTONE,12/6/01,2001,12,6,-13,-24.5,-18.75,36.8,0,0,0,0
WESTLAKE-GLADSTONE,12/7/01,2001,12,7,-11,-25,-18,36,0,0,2,2
WESTLAKE-GLADSTONE,12/8/01,2001,12,8,-7,-17.5,-12.25,30.3,0,0,0,0
WESTLAKE-GLADSTONE,12/9/01,2001,12,9,-11,-20,-15.5,33.5,0,0,3,3
WESTLAKE-GLADSTONE,12/10/01,2001,12,10,-14,-23,-18.5,36.5,0,0,0,0
WESTLAKE-GLADSTONE,12/11/01,2001,12,11,-15,-27,-21,39,0,0,0,0
WESTLAKE-GLADSTONE,12/12/01,2001,12,12,-15,-20,-17.5,35.5,0,0,0,0
WESTLAKE-GLADSTONE,12/13/01,2001,12,13,-10,-25,-17.5,35.5,0,0,0,0
WESTLAKE-GLADSTONE,12/14/01,2001,12,14,-7,-19,-13,31,0,0,1,1
WESTLAKE-GLADSTONE,12/15/01,2001,12,15,-6,-12,-9,27,0,0,6,6
WESTLAKE-GLADSTONE,12/16/01,2001,12,16,-8,-18,-13,31,0,0,0,0
WESTLAKE-GLADSTONE,12/17/01,2001,12,17,-7.5,-19,-13.25,31.3,0,0,0,0
WESTLAKE-GLADSTONE,12/18/01,2001,12,18,-2,-20,-11,29,0,0,0,0
WESTLAKE-GLADSTONE,12/19/01,2001,12,19,-6,-14,-10,28,0,0,0,0
WESTLAKE-GLADSTONE,12/20/01,2001,12,20,4,-12,-4,22,0,0,0,0
WESTLAKE-GLADSTONE,12/21/01,2001,12,21,7,-2,2.5,15.5,0,0,0,0
WESTLAKE-GLADSTONE,12/22/01,2001,12,22,3,-9,-3,21,0,0,0,0
WESTLAKE-GLADSTONE,12/23/01,2001,12,23,5,-7,-1,19,0,0,0,0
WESTLAKE-GLADSTONE,12/24/01,2001,12,24,0,-12.5,-6.25,24.3,0,0,0,0
WESTLAKE-GLADSTONE,12/25/01,2001,12,25,-6,-14,-10,28,0,0,0,0
WESTLAKE-GLADSTONE,12/26/01,2001,12,26,-5,-10,-7.5,25.5,0,0,2,2
WESTLAKE-GLADSTONE,12/27/01,2001,12,27,-5,-10,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,12/28/01,2001,12,28,-7,-13,-10,28,0,0,4,4
WESTLAKE-GLADSTONE,12/29/01,2001,12,29,-4,-14,-9,27,0,0,6,6
WESTLAKE-GLADSTONE,12/30/01,2001,12,30,-9,-12,-10.5,28.5,0,0,0,0
WESTLAKE-GLADSTONE,12/31/01,2001,12,31,-18,-22,-20,38,0,0,0,0
WESTLAKE-GLADSTONE,1/1/02,2002,1,1,-12,-30,-21,39,0,0,1,1
WESTLAKE-GLADSTONE,1/2/02,2002,1,2,-15,-21,-18,36,0,0,0,0
WESTLAKE-GLADSTONE,1/3/02,2002,1,3,-21,-29,-25,43,0,0,0,0
WESTLAKE-GLADSTONE,1/4/02,2002,1,4,-13,-30,-21.5,39.5,0,0,0,0
WESTLAKE-GLADSTONE,1/5/02,2002,1,5,-7,-23,-15,33,0,0,0,0
WESTLAKE-GLADSTONE,1/6/02,2002,1,6,-15,-23,-19,37,0,0,1,1
WESTLAKE-GLADSTONE,1/7/02,2002,1,7,-12,-26,-19,37,0,0,0,0
WESTLAKE-GLADSTONE,1/8/02,2002,1,8,-17,-25,-21,39,0,0,0,0
WESTLAKE-GLADSTONE,1/9/02,2002,1,9,-17,-33,-25,43,0,0,2,2
WESTLAKE-GLADSTONE,1/10/02,2002,1,10,-9,-24,-16.5,34.5,0,0,15,15
WESTLAKE-GLADSTONE,1/11/02,2002,1,11,-7,-13,-10,28,0,0,2,2
WESTLAKE-GLADSTONE,1/12/02,2002,1,12,-10,-14,-12,30,0,0,2,2
WESTLAKE-GLADSTONE,1/13/02,2002,1,13,-12,-15,-13.5,31.5,0,0,1,1
WESTLAKE-GLADSTONE,1/14/02,2002,1,14,-11,-22,-16.5,34.5,0,0,0,0
WESTLAKE-GLADSTONE,1/15/02,2002,1,15,-11,-24,-17.5,35.5,0,0,2,2
WESTLAKE-GLADSTONE,1/16/02,2002,1,16,-9,-13,-11,29,0,0,4,4
WESTLAKE-GLADSTONE,1/17/02,2002,1,17,-9,-12,-10.5,28.5,0,0,11,11
WESTLAKE-GLADSTONE,1/18/02,2002,1,18,-8,-13,-10.5,28.5,0,0,1,1
WESTLAKE-GLADSTONE,1/19/02,2002,1,19,-9,-12,-10.5,28.5,0,0,0,0
WESTLAKE-GLADSTONE,1/20/02,2002,1,20,-10,-12,-11,29,0,0,0,0
WESTLAKE-GLADSTONE,1/21/02,2002,1,21,-12,-19,-15.5,33.5,0,0,0,0
WESTLAKE-GLADSTONE,1/22/02,2002,1,22,-14,-28,-21,39,0,0,0,0
WESTLAKE-GLADSTONE,1/23/02,2002,1,23,-10,-27,-18.5,36.5,0,0,0,0
WESTLAKE-GLADSTONE,1/24/02,2002,1,24,-11,-27,-19,37,0,0,0,0
WESTLAKE-GLADSTONE,1/25/02,2002,1,25,-17,-29,-23,41,0,0,0,0
WESTLAKE-GLADSTONE,1/26/02,2002,1,26,-14,-25,-19.5,37.5,0,0,0,0
WESTLAKE-GLADSTONE,1/27/02,2002,1,27,-12,-24,-18,36,0,0,0,0
WESTLAKE-GLADSTONE,1/28/02,2002,1,28,-9,-13,-11,29,0,0,0,0
WESTLAKE-GLADSTONE,1/29/02,2002,1,29,-6,-23,-14.5,32.5,0,0,0,0
WESTLAKE-GLADSTONE,1/30/02,2002,1,30,7,-16,-4.5,22.5,0,0,0,0
WESTLAKE-GLADSTONE,1/31/02,2002,1,31,1,-4,-1.5,19.5,0,0,0,0
WESTLAKE-GLADSTONE,2/1/02,2002,2,1,-7,-9,-8,26,0,0,0,0
WESTLAKE-GLADSTONE,2/2/02,2002,2,2,1,-9,-4,22,0,0,0,0
WESTLAKE-GLADSTONE,2/3/02,2002,2,3,-6,-12,-9,27,0,0,0,0
WESTLAKE-GLADSTONE,2/4/02,2002,2,4,-15,-19,-17,35,0,0,0,0
WESTLAKE-GLADSTONE,2/5/02,2002,2,5,-10,-27,-18.5,36.5,0,0,1,1
WESTLAKE-GLADSTONE,2/6/02,2002,2,6,-9,-17,-13,31,0,0,1,1
WESTLAKE-GLADSTONE,2/7/02,2002,2,7,-6,-21,-13.5,31.5,0,0,0,0
WESTLAKE-GLADSTONE,2/8/02,2002,2,8,0.5,-20,-9.75,27.8,0,0,1,1
WESTLAKE-GLADSTONE,2/9/02,2002,2,9,-8,-16,-12,30,0,0,5,5
WESTLAKE-GLADSTONE,2/10/02,2002,2,10,-20,-24,-22,40,0,0,2,2
WESTLAKE-GLADSTONE,2/11/02,2002,2,11,-14.5,-27,-20.75,38.8,0,0,0,0
WESTLAKE-GLADSTONE,2/12/02,2002,2,12,-19,-27,-23,41,0,0,0,0
WESTLAKE-GLADSTONE,2/13/02,2002,2,13,-15,-27,-21,39,0,0,0,0
WESTLAKE-GLADSTONE,2/14/02,2002,2,14,-13,-27,-20,38,0,0,3,3
WESTLAKE-GLADSTONE,2/15/02,2002,2,15,-13,-26,-19.5,37.5,0,0,0,0
WESTLAKE-GLADSTONE,2/16/02,2002,2,16,-15,-30,-22.5,40.5,0,0,1,1
WESTLAKE-GLADSTONE,2/17/02,2002,2,17,-11,-22,-16.5,34.5,0,0,3,3
WESTLAKE-GLADSTONE,2/18/02,2002,2,18,-9,-16,-12.5,30.5,0,0,0,0
WESTLAKE-GLADSTONE,2/19/02,2002,2,19,-8,-13,-10.5,28.5,0,0,0,0
WESTLAKE-GLADSTONE,2/20/02,2002,2,20,-6,-16,-11,29,0,0,0,0
WESTLAKE-GLADSTONE,2/21/02,2002,2,21,-2,-17,-9.5,27.5,0,0,0,0
WESTLAKE-GLADSTONE,2/22/02,2002,2,22,7,-10,-1.5,19.5,0,0,2,2
WESTLAKE-GLADSTONE,2/23/02,2002,2,23,0,-10,-5,23,0,0,0,0
WESTLAKE-GLADSTONE,2/24/02,2002,2,24,-7,-14,-10.5,28.5,0,0,6,6
WESTLAKE-GLADSTONE,2/25/02,2002,2,25,-13,-15,-14,32,0,0,1,1
WESTLAKE-GLADSTONE,2/26/02,2002,2,26,-7,-17,-12,30,0,0,0,0
WESTLAKE-GLADSTONE,2/27/02,2002,2,27,-18,-24,-21,39,0,0,1,1
WESTLAKE-GLADSTONE,2/28/02,2002,2,28,-17,-32,-24.5,42.5,0,0,0,0
WESTLAKE-GLADSTONE,3/1/02,2002,3,1,-11,-30,-20.5,38.5,0,0,0,0
WESTLAKE-GLADSTONE,3/2/02,2002,3,2,-3,-23,-13,31,0,0,0,0
WESTLAKE-GLADSTONE,3/3/02,2002,3,3,-16,-20,-18,36,0,0,0,0
WESTLAKE-GLADSTONE,3/4/02,2002,3,4,-22,-32,-27,45,0,0,0,0
WESTLAKE-GLADSTONE,3/5/02,2002,3,5,-18,-27,-22.5,40.5,0,0,1,1
WESTLAKE-GLADSTONE,3/6/02,2002,3,6,-16,-24,-20,38,0,0,1,1
WESTLAKE-GLADSTONE,3/7/02,2002,3,7,-14,-23,-18.5,36.5,0,0,0,0
WESTLAKE-GLADSTONE,3/8/02,2002,3,8,-14,-34,-24,42,0,0,0,0
WESTLAKE-GLADSTONE,3/9/02,2002,3,9,-6,-24,-15,33,0,0,0,0
WESTLAKE-GLADSTONE,3/10/02,2002,3,10,-2,-13,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,3/11/02,2002,3,11,3,-10,-3.5,21.5,0,0,0,0
WESTLAKE-GLADSTONE,3/12/02,2002,3,12,8,-2,3,15,0,0,0,0
WESTLAKE-GLADSTONE,3/13/02,2002,3,13,3,0,1.5,16.5,0,0,0,0
WESTLAKE-GLADSTONE,3/14/02,2002,3,14,-2,-5,-3.5,21.5,0,0,0,0
WESTLAKE-GLADSTONE,3/15/02,2002,3,15,-2,-8,-5,23,0,0,0,0
WESTLAKE-GLADSTONE,3/16/02,2002,3,16,0,-7,-3.5,21.5,0,0,6,3.9
WESTLAKE-GLADSTONE,3/17/02,2002,3,17,5,-7,-1,19,0,0,0,0
WESTLAKE-GLADSTONE,3/18/02,2002,3,18,3,0,1.5,16.5,0,0,0,0
WESTLAKE-GLADSTONE,3/19/02,2002,3,19,2,-9,-3.5,21.5,0,0,0,0
WESTLAKE-GLADSTONE,3/20/02,2002,3,20,5,-2,1.5,16.5,0,0,0,0
WESTLAKE-GLADSTONE,3/21/02,2002,3,21,2,-5,-1.5,19.5,0,0,0,0
WESTLAKE-GLADSTONE,3/22/02,2002,3,22,5,-3,1,17,0,5,0,5
WESTLAKE-GLADSTONE,3/23/02,2002,3,23,3,-2,0.5,17.5,0,0,0,0
WESTLAKE-GLADSTONE,3/24/02,2002,3,24,3,-3,0,18,0,0,0,0
WESTLAKE-GLADSTONE,3/25/02,2002,3,25,3,0,1.5,16.5,0,8,0,8
WESTLAKE-GLADSTONE,3/26/02,2002,3,26,0.5,0,0.25,17.7,0,21.2,0,21.2
WESTLAKE-GLADSTONE,3/27/02,2002,3,27,0,-5,-2.5,20.5,0,0,0,0
WESTLAKE-GLADSTONE,3/28/02,2002,3,28,-5,-10,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,3/29/02,2002,3,29,-2,-13,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,3/30/02,2002,3,30,0,-12,-6,24,0,1.2,5,5.2
WESTLAKE-GLADSTONE,3/31/02,2002,3,31,2,-2,0,18,0,3,0,3
WESTLAKE-GLADSTONE,4/1/02,2002,4,1,3,-11,-4,22,0,0,0,0
WESTLAKE-GLADSTONE,4/2/02,2002,4,2,6.5,-1,2.75,15.2,0,0,10,10
WESTLAKE-GLADSTONE,4/3/02,2002,4,3,-15,-17,-16,34,0,0,0,0
WESTLAKE-GLADSTONE,4/4/02,2002,4,4,-7,-20,-13.5,31.5,0,0,0,0
WESTLAKE-GLADSTONE,4/5/02,2002,4,5,-5,-12,-8.5,26.5,0,0,2.1,2.1
WESTLAKE-GLADSTONE,4/6/02,2002,4,6,1,-10,-4.5,22.5,0,0,0,0
WESTLAKE-GLADSTONE,4/7/02,2002,4,7,-4,-8,-6,24,0,0,0,0
WESTLAKE-GLADSTONE,4/8/02,2002,4,8,-4,-15,-9.5,27.5,0,0,0,0
WESTLAKE-GLADSTONE,4/9/02,2002,4,9,1,-18,-8.5,26.5,0,0,0,0
WESTLAKE-GLADSTONE,4/10/02,2002,4,10,3,-18,-7.5,25.5,0,0,0,0
WESTLAKE-GLADSTONE,4/11/02,2002,4,11,7,-10,-1.5,19.5,0,0,0,0
WESTLAKE-GLADSTONE,4/12/02,2002,4,12,8,-6,1,17,0,0,0,0
WESTLAKE-GLADSTONE,4/13/02,2002,4,13,9,-2,3.5,14.5,0,0,0,0
WESTLAKE-GLADSTONE,4/14/02,2002,4,14,12,-2,5,13,0,0,0,0
WESTLAKE-GLADSTONE,4/15/02,2002,4,15,6,0,3,15,0,0,0,0
WESTLAKE-GLADSTONE,4/16/02,2002,4,16,10,0,5,13,0,3,0,3
WESTLAKE-GLADSTONE,4/17/02,2002,4,17,10,0,5,13,0,0,0,0
WESTLAKE-GLADSTONE,4/18/02,2002,4,18,7,-0.5,3.25,14.7,0,0,0,0
WESTLAKE-GLADSTONE,4/19/02,2002,4,19,10.5,-2,4.25,13.7,0,0,0,0
WESTLAKE-GLADSTONE,4/20/02,2002,4,20,14,3,8.5,9.5,0,0,0,0
WESTLAKE-GLADSTONE,4/21/02,2002,4,21,9,-3,3,15,0,0,0,0
WESTLAKE-GLADSTONE,4/22/02,2002,4,22,16,-1,7.5,10.5,0,0,0,0
WESTLAKE-GLADSTONE,4/23/02,2002,4,23,11,-1,5,13,0,0,0,0
WESTLAKE-GLADSTONE,4/24/02,2002,4,24,11,-3,4,14,0,0,0,0
WESTLAKE-GLADSTONE,4/25/02,2002,4,25,7,-3,2,16,0,0,0,0
WESTLAKE-GLADSTONE,4/26/02,2002,4,26,4,-3,0.5,17.5,0,3,2,4.8
WESTLAKE-GLADSTONE,4/27/02,2002,4,27,3,-3,0,18,0,0,0,0
WESTLAKE-GLADSTONE,4/28/02,2002,4,28,8,-1,3.5,14.5,0,1,0,1
WESTLAKE-GLADSTONE,4/29/02,2002,4,29,13,1,7,11,0,0,0,0
WESTLAKE-GLADSTONE,4/30/02,2002,4,30,10,-2,4,14,0,0,0,0
WESTLAKE-GLADSTONE,5/1/02,2002,5,1,12,2,7,11,0,0,0,0
WESTLAKE-GLADSTONE,5/2/02,2002,5,2,13,-1.5,5.75,12.2,0,0,0,0
WESTLAKE-GLADSTONE,5/3/02,2002,5,3,14,1,7.5,10.5,0,0,0,0
WESTLAKE-GLADSTONE,5/4/02,2002,5,4,10,5,7.5,10.5,0,2,0,2
WESTLAKE-GLADSTONE,5/5/02,2002,5,5,16,-1,7.5,10.5,0,0,0,0
WESTLAKE-GLADSTONE,5/6/02,2002,5,6,19,0,9.5,8.5,0,0.2,0,0.2
WESTLAKE-GLADSTONE,5/7/02,2002,5,7,12,8,10,8,0,1.2,0,1.2
WESTLAKE-GLADSTONE,5/8/02,2002,5,8,15,8,11.5,6.5,0,0,0,0
WESTLAKE-GLADSTONE,5/9/02,2002,5,9,22,8,15,3,0,0,0,0
WESTLAKE-GLADSTONE,5/10/02,2002,5,10,24,10,17,1,0,0,0,0
WESTLAKE-GLADSTONE,5/11/02,2002,5,11,12,2,7,11,0,1.8,0.3,2.1
WESTLAKE-GLADSTONE,5/12/02,2002,5,12,7,-1,3,15,0,2,0,2
WESTLAKE-GLADSTONE,5/13/02,2002,5,13,12,2,7,11,0,0,0,0
WESTLAKE-GLADSTONE,5/14/02,2002,5,14,14,-2,6,12,0,0,0,0
WESTLAKE-GLADSTONE,5/15/02,2002,5,15,6,-2,2,16,0,27,0,27
WESTLAKE-GLADSTONE,5/16/02,2002,5,16,14.5,3,8.75,9.2,0,0,0,0
WESTLAKE-GLADSTONE,5/17/02,2002,5,17,22,-2,10,8,0,0,0,0
